Rs_lens0,alpha_Rs_lens0,e1_lens0,e2_lens0,gamma_ext_lens1,psi_ext_lens1,theta_E_lens2,theta_E_lens3,alpha_1_lens4,theta_E_lens5,R_sersic_source_light0,n_sersic_source_light0,e1_source_light0,e2_source_light0,center_x_source_light0,center_y_source_light0,beta_source_light1,center_x_source_light1,center_y_source_light1,R_sersic_source_light2,n_sersic_source_light2,e1_source_light2,e2_source_light2,center_x_source_light2,center_y_source_light2,center_x_lens_light0,center_y_lens_light0,R_sersic_lens_light1,n_sersic_lens_light1,center_x_lens_light1,center_y_lens_light1,R_sersic_lens_light2,n_sersic_lens_light2,e1_lens_light2,e2_lens_light2,center_x_lens_light2,center_y_lens_light2,factor_beta_1_2
31.81439580089566,7.276025325246898,-0.3609976557265363,-0.04382277920459405,0.10557902630288436,1.4708364639897773,0.1138267754327402,0.01622264868154957,0.40602683443078424,0.09432721594379544,0.16528550614745424,2.5562716450730476,0.033741847187824026,-0.3029400932372233,-1.0773193803693806,1.0360928217522583,0.026130370731002956,-1.0876765775949355,0.990034893963913,0.05494848805552278,0.748794285052364,0.08361402786765021,0.33279194212798224,-0.11514666379021818,-0.340578226499206,-0.8002827890293176,-0.48043734886513545,0.2930261045557303,4.405948110832291,-0.4084545547088474,1.1426383929356743,0.12037342688783442,0.5079384649833794,0.46649538058512846,0.14073922308758277,-0.7718348887551825,-1.883210864838148,1.0044698453757341
30.82174009344052,7.109978981030349,-0.3614367502941784,-0.04748718991057924,0.10469988499458538,1.4813409378159397,0.1118249957124773,0.07588050105016766,0.4175762340557203,0.09038581131133942,0.18794479729430177,2.752390995162643,0.04608802999089701,-0.3185575965672427,-1.0777564163597548,1.0429727228588623,0.025478593617526954,-1.0913941512432357,0.9952789312107666,0.054681211997420924,0.463564733435633,0.06802215386980653,0.29349409127318044,-0.13044471192923257,-0.2916445633100462,-0.7989559010428634,-0.4800547500387716,0.2759422212377663,4.6554902904852415,-0.411643174099158,1.1441424308834283,0.09471189149711876,1.8023070164872668,0.4870715587979954,0.300496083794598,-0.6899200474311673,-1.864384788583354,1.0183330337518581
28.984665341744904,6.849897287359253,-0.3523112606516515,-0.047926952481763575,0.09295314849239263,1.466852543296198,0.14417176913775345,0.05121055062867588,0.3597448187674054,0.10493866113997012,0.17682867438781097,2.134329833827171,0.019334705258703382,-0.3392691885174752,-1.0605529427032898,1.056494023353287,0.025184503621366334,-1.077957534119288,1.0098717622208913,0.05915927798078607,0.6224113568110595,0.0011816617932778953,0.2666660877167154,-0.10699300689980216,-0.31109283273758803,-0.7994628351442966,-0.4830111096305294,0.30063455440933606,5.138666390428945,-0.4133085703429294,1.1443348273822525,0.1251128152824619,1.0067348109066219,0.4909287546288655,0.2430467035007895,-0.7213231471290261,-1.8725532348927851,1.009388430543421
25.039699320082956,6.1797010585391074,-0.35924144228236443,-0.04907815671202182,0.08459798522545076,1.4439294041816588,0.16286110816452476,0.10139504335166691,0.37525988439339275,0.1319102752671123,0.20399167349625347,2.1666310397946105,0.013150497785174608,-0.32334392908450965,-1.0737238609239135,1.1220599878458082,0.027528990217268755,-1.074873981546062,1.0619358461408601,0.058184367385561306,0.5110400668005031,0.09655408373477183,0.3689946852942734,-0.08497209806132434,-0.2797132012112103,-0.7998979649162206,-0.4822974936028646,0.33015653958595004,5.200398258279627,-0.4113052824535123,1.1423917746052565,0.17664412912326652,1.4006922001249111,0.46197430646653287,0.2237601340556386,-0.7072050975492766,-1.8484271126634262,1.0174844826540437
27.327113411171084,6.623062839691624,-0.36320888801752016,-0.047798175480671244,0.09600508798438628,1.456841866836264,0.09507682490183114,0.09261403996707938,0.45701193545133156,0.09389560910874072,0.18444101335504326,2.4316308952791927,0.02882751655363197,-0.3254501380696961,-1.0726011429008515,1.0962868354681066,0.025870296294956224,-1.0859726931905935,1.046518840333598,0.05961103760161532,0.4888691704374009,0.08816754171301848,0.2952714832537536,-0.10122317812487173,-0.28881073574083604,-0.7992866653054885,-0.4818874382489347,0.3072798506971708,4.797341730480089,-0.41483835446862855,1.1467858940984357,0.12924278666771932,1.383640017461487,0.4987906231086388,0.3382037427107976,-0.7077080579115295,-1.8704580403740643,1.007059771073083
27.3625261567514,6.692328889826782,-0.34526622683750163,-0.045778918795223604,0.09156484454526723,1.4616440345969606,0.13716338969761685,0.0461137483271188,0.3134836229274909,0.09921023497679304,0.18934980284542585,2.1155356817518123,0.016318000343964103,-0.3276998410821641,-1.0771728622936478,1.0491178139119524,0.026464640625931273,-1.082591162661569,0.9956343532825856,0.05455883673684812,0.6098679451618608,0.05931360485573486,0.2990948325548771,-0.11039982093089493,-0.317337526709191,-0.7994732576681062,-0.4827134781855653,0.3398534394603925,5.095897697184609,-0.41164261262641905,1.1404965784273287,0.15339957285830003,1.2482550409547442,0.4906564901789242,0.23074707147206291,-0.6797680241164453,-1.8379890759000814,1.0214831338669175
30.08709590698935,7.06148125657084,-0.36420071620126915,-0.04768748051041269,0.10456586499602019,1.4782144113593194,0.11450664399096414,0.002547008260425577,0.40215129793100124,0.10747490208022294,0.19048598423715424,2.2164884530133073,0.03752439451776858,-0.32493891216659415,-1.073395209601308,1.041506919081941,0.025431497693727805,-1.075014391130806,0.9878203733090872,0.05541040919661707,0.611565839423936,0.07888315526217218,0.34739665039798956,-0.09849505171865705,-0.3544061584369497,-0.7987486497674796,-0.4834546105176086,0.38839512834288104,5.9036446009223,-0.41009782536375766,1.145691733266038,0.12059578355468356,0.656924056171325,0.4918423416583015,0.2101257470320132,-0.7161276624681815,-1.8430001867998262,0.9947564231077254
31.78755791132033,7.23667852602303,-0.35818682041438976,-0.04930466080122754,0.10294941720812942,1.4887179047468968,0.11724361909753626,0.060402513988010435,0.40771159184062566,0.08774758915594516,0.18810722509546557,2.39689257046234,0.04246488942794427,-0.298026937036916,-1.0767606990504917,1.036850330601643,0.025820294061155553,-1.0896774047999107,0.9940936292145985,0.058535221701942794,0.7400670297306962,-0.007068801931379293,0.260852915591108,-0.13462359385049522,-0.30468567311646927,-0.8007786021048428,-0.48231406189375076,0.3097536153135584,4.473482745517616,-0.4085677287040494,1.141355238605976,0.12302229202582211,1.2168469941188977,0.49472367097227266,0.3325443729384592,-0.7122629476287093,-1.870804160571216,1.020601105816713
27.991557323714048,6.7756762108337085,-0.34511656345089087,-0.04387615824662457,0.09216897747315637,1.4546842883327362,0.1442921275545692,0.01517547652344195,0.30230642418775183,0.1001057262641058,0.18027378743922054,2.065483290982118,0.02841468175455459,-0.31111352506725587,-1.077875784499698,1.0496234860172884,0.025644489880715157,-1.0813673963184454,0.9952441311619352,0.05617333798286497,0.5108853419636319,0.016968059891297113,0.32677620195104307,-0.10584987115346094,-0.33842021273055445,-0.799242790402899,-0.48187204740806006,0.37052325307946676,6.049508888970128,-0.41072381356473253,1.1396047958295321,0.1020412424816899,1.840207394052233,0.4781870370918738,0.20041899877336775,-0.7068470872013466,-1.870496198851649,1.0182058930835165
30.529373305173227,7.105625933854707,-0.3544320506996175,-0.04596186936828434,0.10147240632001991,1.4805663322913736,0.13156703280434126,0.031480947830203394,0.3553065291064909,0.09634612600650717,0.18022958944726034,2.619690981374281,0.06167508267148918,-0.3029223043197483,-1.0719538744228831,1.025951982601659,0.024959016493636275,-1.08345893984366,0.9776719038838199,0.05319819195899279,0.43542914601545035,0.09645303749403716,0.3349465056902019,-0.12649608564897336,-0.3249656563169975,-0.7996263805741468,-0.480922349379093,0.26164712048484656,3.756870832333232,-0.41098400298542004,1.1422238575040704,0.11052489913067806,0.9000847422801298,0.4932303051926629,0.18169396277665467,-0.734107928944894,-1.8793751819334434,1.0171158133091327
29.602474247540577,6.8602611351529,-0.3533623419986625,-0.04276572639801738,0.09228958688013772,1.440333204467741,0.1275287782546636,0.019547890360182056,0.4365197745308265,0.0856771152434811,0.19184793839075792,1.758877859590293,-0.002127493352736442,-0.3234024790146493,-1.081952574042398,1.096336216607783,0.025852298531277754,-1.086876325970899,1.0446951153025577,0.06082118294330557,0.5832568176418778,0.013469061193623049,0.2923913386094443,-0.09669629056011232,-0.33379722801075884,-0.8012392036651653,-0.48004496331161967,0.3297343028242863,4.633904966359281,-0.4136615245440751,1.151089616789538,0.1131639832074992,0.9739134355743809,0.499315656014773,0.2492782437168185,-0.7222804078784743,-1.8896627917558162,1.0180077879297529
27.710360316337095,6.585211592205787,-0.3582396568546226,-0.048199174572712826,0.08991458348749562,1.4529021089154195,0.12766403121869982,0.044948389777422326,0.4345884640726083,0.1060410075992676,0.18704587717515325,2.3333069638609283,0.008880992112389286,-0.33271919617761586,-1.0670351992348903,1.0952671373364395,0.026217698331362376,-1.0879088502308534,1.051630480639845,0.056342882477664294,0.5818334977738635,0.11335852124666838,0.3129075523154876,-0.08328371534494575,-0.3275282351220221,-0.8011002274104668,-0.48330438425648675,0.3363804103755801,5.010001743233454,-0.41228968813266936,1.1485388384058965,0.1220083703161205,1.0375434825577015,0.4913539202574882,0.2818164651099999,-0.7176672962373765,-1.8777420464895236,1.0172333128897877
30.857078180123455,7.111527084284145,-0.3498889067191077,-0.04794215146136535,0.0964718234396097,1.4864308841426497,0.16229446919355517,0.03464360641307074,0.29349988844018976,0.11666020252354856,0.18426777568247962,2.160431072149546,0.005012611510976702,-0.3284772385074345,-1.0707007206201387,1.0225107077504705,0.02587690267422567,-1.0802911354123463,0.9764790038967597,0.057829494905185005,0.6628656892243379,0.03891239319607075,0.32759288161205097,-0.13484978369516867,-0.32786302782756366,-0.8008507801574972,-0.4824208984946659,0.30969722193994076,4.372583493670986,-0.41366669680687085,1.1383200716943755,0.15353604818352398,0.5490818516986686,0.4868865632159341,0.16453742071916608,-0.7100505001097587,-1.8504848649545285,1.0217397606952927
28.180617034746902,6.73922444179414,-0.3550443727322164,-0.04640964966260217,0.09471596952499281,1.46409937275265,0.11174198482274728,0.062067874671223794,0.3992552262428528,0.10127139313387669,0.18447594219748242,2.2125318316150047,0.010269889913813224,-0.28496247575996936,-1.0783223194064904,1.0621197804073546,0.0275547891824637,-1.0996409096026178,1.021621229731854,0.05653707535100204,0.4783617875422921,0.0696151833824592,0.2734940899455607,-0.10680420585278627,-0.31064707647134737,-0.8000332569439584,-0.48126375238313457,0.35331217968243117,5.895824886934538,-0.410556279932367,1.1413008925682093,0.1644982626445379,0.6082172052471465,0.48913156193300883,0.11941631516847395,-0.7192196382884724,-1.8700889457739083,1.0215399025039298
